# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 0
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 
1.510951376597336054e+09 7.760000000000000231e-01 2.857099999999999795e+02
1.510951376684160948e+09 7.766999999999999460e-01 2.857099999999999795e+02
1.510951376781193972e+09 7.762999999999999901e-01 2.857099999999999795e+02
1.510951376885099888e+09 7.763999999999999790e-01 2.857099999999999795e+02
1.510951376980489969e+09 7.766999999999999460e-01 2.857099999999999795e+02
1.510951377084139109e+09 7.768000000000000460e-01 2.857099999999999795e+02
1.510951377184041023e+09 7.766999999999999460e-01 2.857099999999999795e+02
1.510951377284224987e+09 7.766999999999999460e-01 2.857099999999999795e+02
1.510951377383073092e+09 7.768000000000000460e-01 2.857099999999999795e+02
1.510951377483072996e+09 7.766999999999999460e-01 2.857099999999999795e+02
1.510951377582103014e+09 7.775999999999999579e-01 2.857099999999999795e+02
1.510951377696194887e+09 7.771000000000000130e-01 2.857099999999999795e+02
1.510951377796010017e+09 7.772999999999999909e-01 2.857099999999999795e+02
1.510951377896053076e+09 7.769000000000000350e-01 2.857099999999999795e+02
1.510951377995033979e+09 7.773999999999999799e-01 2.857099999999999795e+02
1.510951378095019102e+09 7.776999999999999469e-01 2.857099999999999795e+02
1.510951378194016933e+09 7.782999999999999918e-01 2.857200000000000273e+02
1.510951378294018984e+09 7.773999999999999799e-01 2.857200000000000273e+02
1.510951378393918037e+09 7.780000000000000249e-01 2.857200000000000273e+02
1.510951378506616116e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951378606997013e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951378706876993e+09 7.773999999999999799e-01 2.857200000000000273e+02
1.510951378805962086e+09 7.780000000000000249e-01 2.857200000000000273e+02
1.510951378905899048e+09 7.772999999999999909e-01 2.857200000000000273e+02
1.510951379004905939e+09 7.773999999999999799e-01 2.857200000000000273e+02
1.510951379104892015e+09 7.772000000000000020e-01 2.857200000000000273e+02
1.510951379205022097e+09 7.764999999999999680e-01 2.857200000000000273e+02
1.510951379313765049e+09 7.770000000000000240e-01 2.857200000000000273e+02
1.510951379413512945e+09 7.770000000000000240e-01 2.857200000000000273e+02
1.510951379513279915e+09 7.763999999999999790e-01 2.857200000000000273e+02
1.510951379613042116e+09 7.766999999999999460e-01 2.857200000000000273e+02
1.510951379712812901e+09 7.762999999999999901e-01 2.857200000000000273e+02
1.510951379812580109e+09 7.766999999999999460e-01 2.857200000000000273e+02
1.510951379912333965e+09 7.764999999999999680e-01 2.857200000000000273e+02
1.510951380012180090e+09 7.772999999999999909e-01 2.857200000000000273e+02
1.510951380127676010e+09 7.762000000000000011e-01 2.857200000000000273e+02
1.510951380228238106e+09 7.771000000000000130e-01 2.857200000000000273e+02
1.510951380327955961e+09 7.772000000000000020e-01 2.857200000000000273e+02
1.510951380427758932e+09 7.783999999999999808e-01 2.857200000000000273e+02
1.510951380527514935e+09 7.775999999999999579e-01 2.857200000000000273e+02
1.510951380626770973e+09 7.780000000000000249e-01 2.857200000000000273e+02
1.510951380726811886e+09 7.782000000000000028e-01 2.857200000000000273e+02
1.510951380826801062e+09 7.775999999999999579e-01 2.857200000000000273e+02
1.510951380924711943e+09 7.772000000000000020e-01 2.857200000000000273e+02
1.510951381025727987e+09 7.782000000000000028e-01 2.857200000000000273e+02
1.510951381139658928e+09 7.773999999999999799e-01 2.857200000000000273e+02
1.510951381238730907e+09 7.773999999999999799e-01 2.857200000000000273e+02
1.510951381338810921e+09 7.781000000000000139e-01 2.857200000000000273e+02
1.510951381438750982e+09 7.775999999999999579e-01 2.857200000000000273e+02
1.510951381536401033e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951381633537054e+09 7.776999999999999469e-01 2.857200000000000273e+02
1.510951381736656904e+09 7.771000000000000130e-01 2.857200000000000273e+02
1.510951381836714029e+09 7.764999999999999680e-01 2.857200000000000273e+02
1.510951381935676098e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951382035474062e+09 7.769000000000000350e-01 2.857200000000000273e+02
1.510951382149673939e+09 7.770000000000000240e-01 2.857200000000000273e+02
1.510951382246788979e+09 7.766999999999999460e-01 2.857200000000000273e+02
1.510951382348681927e+09 7.771000000000000130e-01 2.857200000000000273e+02
1.510951382448637962e+09 7.769000000000000350e-01 2.857200000000000273e+02
1.510951382545830965e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951382647665977e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951382746589899e+09 7.778000000000000469e-01 2.857200000000000273e+02
1.510951382846615076e+09 7.776999999999999469e-01 2.857200000000000273e+02
1.510951382960675955e+09 7.780000000000000249e-01 2.857200000000000273e+02
1.510951383054842949e+09 7.775999999999999579e-01 2.857200000000000273e+02
1.510951383154614925e+09 7.775999999999999579e-01 2.857200000000000273e+02
1.510951383259632111e+09 7.780000000000000249e-01 2.857200000000000273e+02
1.510951383359565020e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951383453912973e+09 7.788000000000000478e-01 2.857200000000000273e+02
1.510951383553692102e+09 7.778000000000000469e-01 2.857200000000000273e+02
1.510951383653444052e+09 7.779000000000000359e-01 2.857200000000000273e+02
1.510951383753205061e+09 7.769000000000000350e-01 2.857200000000000273e+02
1.510951383869616985e+09 7.772999999999999909e-01 2.857200000000000273e+02
1.510951383969366074e+09 7.772000000000000020e-01 2.857200000000000273e+02
1.510951384069165945e+09 7.772000000000000020e-01 2.857200000000000273e+02
1.510951384168849945e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951384268611908e+09 7.773999999999999799e-01 2.857200000000000273e+02
1.510951384368371964e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951384468151093e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951384567907095e+09 7.772999999999999909e-01 2.857200000000000273e+02
1.510951384680725098e+09 7.766999999999999460e-01 2.857200000000000273e+02
1.510951384781414986e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951384881546021e+09 7.772999999999999909e-01 2.857200000000000273e+02
1.510951384980345011e+09 7.768000000000000460e-01 2.857200000000000273e+02
1.510951385080563068e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951385180543900e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951385279480934e+09 7.775999999999999579e-01 2.857200000000000273e+02
1.510951385379369974e+09 7.772999999999999909e-01 2.857200000000000273e+02
1.510951385492147923e+09 7.776999999999999469e-01 2.857200000000000273e+02
1.510951385592492104e+09 7.780000000000000249e-01 2.857200000000000273e+02
1.510951385688178062e+09 7.782999999999999918e-01 2.857200000000000273e+02
1.510951385791354895e+09 7.772000000000000020e-01 2.857200000000000273e+02
1.510951385891396046e+09 7.778000000000000469e-01 2.857200000000000273e+02
1.510951385991405010e+09 7.774999999999999689e-01 2.857200000000000273e+02
1.510951386090312958e+09 7.786999999999999478e-01 2.857200000000000273e+02
1.510951386190560102e+09 7.776999999999999469e-01 2.857200000000000273e+02
