# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 0
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 
1.510950395960128069e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950396053620100e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950396136538982e+09 7.889000000000000457e-01 2.863500000000000227e+02
1.510950396236277103e+09 7.893000000000000016e-01 2.863500000000000227e+02
1.510950396352667093e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950396452455997e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950396552335978e+09 7.892000000000000126e-01 2.863500000000000227e+02
1.510950396651954889e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950396751353025e+09 7.901000000000000245e-01 2.863500000000000227e+02
1.510950396851495028e+09 7.896999999999999575e-01 2.863500000000000227e+02
1.510950396950444937e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950397050493002e+09 7.899000000000000465e-01 2.863500000000000227e+02
1.510950397146656036e+09 7.894999999999999796e-01 2.863500000000000227e+02
1.510950397263432026e+09 7.889000000000000457e-01 2.863500000000000227e+02
1.510950397363400936e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950397463466883e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950397562443972e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950397662457943e+09 7.890000000000000346e-01 2.863500000000000227e+02
1.510950397761498928e+09 7.883000000000000007e-01 2.863500000000000227e+02
1.510950397861378908e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950397961442947e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950398074475050e+09 7.882000000000000117e-01 2.863500000000000227e+02
1.510950398174415112e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950398274420977e+09 7.879000000000000448e-01 2.863500000000000227e+02
1.510950398373364925e+09 7.883000000000000007e-01 2.863500000000000227e+02
1.510950398473387957e+09 7.889000000000000457e-01 2.863500000000000227e+02
1.510950398572448015e+09 7.892000000000000126e-01 2.863500000000000227e+02
1.510950398672435999e+09 7.883000000000000007e-01 2.863500000000000227e+02
1.510950398772381067e+09 7.887999999999999456e-01 2.863500000000000227e+02
1.510950398871438026e+09 7.894999999999999796e-01 2.863500000000000227e+02
1.510950398971354008e+09 7.901000000000000245e-01 2.863500000000000227e+02
1.510950399085124969e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950399184251070e+09 7.895999999999999686e-01 2.863500000000000227e+02
1.510950399284260035e+09 7.902000000000000135e-01 2.863500000000000227e+02
1.510950399378819942e+09 7.901000000000000245e-01 2.863500000000000227e+02
1.510950399478534937e+09 7.893000000000000016e-01 2.863500000000000227e+02
1.510950399578351021e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950399678061008e+09 7.889000000000000457e-01 2.863500000000000227e+02
1.510950399777851105e+09 7.890000000000000346e-01 2.863500000000000227e+02
1.510950399877588034e+09 7.894999999999999796e-01 2.863500000000000227e+02
1.510950399993987083e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950400093801975e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950400193516970e+09 7.892000000000000126e-01 2.863500000000000227e+02
1.510950400293348074e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950400392770052e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950400492815018e+09 7.879000000000000448e-01 2.863500000000000227e+02
1.510950400592627048e+09 7.881000000000000227e-01 2.863500000000000227e+02
1.510950400692353010e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950400806217909e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950400906212091e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950401002002954e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950401105281115e+09 7.892000000000000126e-01 2.863500000000000227e+02
1.510950401205179930e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950401305198908e+09 7.890000000000000346e-01 2.863500000000000227e+02
1.510950401404146910e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950401504072905e+09 7.889000000000000457e-01 2.863500000000000227e+02
1.510950401617172003e+09 7.887999999999999456e-01 2.863500000000000227e+02
1.510950401717065096e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950401817038059e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950401916029930e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950402016052008e+09 7.895999999999999686e-01 2.863500000000000227e+02
1.510950402115051031e+09 7.896999999999999575e-01 2.863500000000000227e+02
1.510950402215106010e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950402315037966e+09 7.887999999999999456e-01 2.863500000000000227e+02
1.510950402428071976e+09 7.877999999999999448e-01 2.863600000000000136e+02
1.510950402528022051e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950402628041983e+09 7.882000000000000117e-01 2.863500000000000227e+02
1.510950402727056980e+09 7.883000000000000007e-01 2.863500000000000227e+02
1.510950402826996088e+09 7.882000000000000117e-01 2.863500000000000227e+02
1.510950402926218987e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950403022113085e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950403125926018e+09 7.884999999999999787e-01 2.863500000000000227e+02
1.510950403224983931e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950403336007118e+09 7.880000000000000338e-01 2.863500000000000227e+02
1.510950403435816050e+09 7.884999999999999787e-01 2.863500000000000227e+02
1.510950403535540104e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950403635288954e+09 7.892000000000000126e-01 2.863500000000000227e+02
1.510950403735084057e+09 7.887999999999999456e-01 2.863500000000000227e+02
1.510950403834841967e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950403934604883e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950404034372091e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950404134150028e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950404248269081e+09 7.903000000000000025e-01 2.863500000000000227e+02
1.510950404349015951e+09 7.899000000000000465e-01 2.863500000000000227e+02
1.510950404449009895e+09 7.892000000000000126e-01 2.863500000000000227e+02
1.510950404548453093e+09 7.887999999999999456e-01 2.863500000000000227e+02
1.510950404647829056e+09 7.890000000000000346e-01 2.863500000000000227e+02
1.510950404747869968e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950404846827984e+09 7.897999999999999465e-01 2.863500000000000227e+02
1.510950404946825027e+09 7.881000000000000227e-01 2.863500000000000227e+02
1.510950405059597015e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950405159815073e+09 7.877999999999999448e-01 2.863500000000000227e+02
1.510950405259793997e+09 7.882000000000000117e-01 2.863500000000000227e+02
1.510950405355520010e+09 7.877999999999999448e-01 2.863500000000000227e+02
1.510950405458715916e+09 7.879000000000000448e-01 2.863500000000000227e+02
1.510950405558757067e+09 7.887999999999999456e-01 2.863500000000000227e+02
1.510950405657701969e+09 7.883000000000000007e-01 2.863500000000000227e+02
1.510950405757752895e+09 7.886999999999999567e-01 2.863500000000000227e+02
1.510950405857907057e+09 7.890000000000000346e-01 2.863500000000000227e+02
1.510950405970743895e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950406070828915e+09 7.885999999999999677e-01 2.863500000000000227e+02
1.510950406169713974e+09 7.891000000000000236e-01 2.863500000000000227e+02
1.510950406268610001e+09 7.893000000000000016e-01 2.863500000000000227e+02
1.510950406369791985e+09 7.894999999999999796e-01 2.863500000000000227e+02
1.510950406468805075e+09 7.889000000000000457e-01 2.863500000000000227e+02
1.510950406568660021e+09 7.893000000000000016e-01 2.863500000000000227e+02
1.510950406668704033e+09 7.902000000000000135e-01 2.863500000000000227e+02
1.510950406777863979e+09 7.893999999999999906e-01 2.863500000000000227e+02
1.510950406877635956e+09 7.892000000000000126e-01 2.863600000000000136e+02
1.510950406977385998e+09 7.894999999999999796e-01 2.863500000000000227e+02
1.510950407077109098e+09 7.883999999999999897e-01 2.863500000000000227e+02
1.510950407176872015e+09 7.896999999999999575e-01 2.863500000000000227e+02
1.510950407276621103e+09 7.893000000000000016e-01 2.863600000000000136e+02
1.510950407376302004e+09 7.895999999999999686e-01 2.863600000000000136e+02
1.510950407475805998e+09 7.890000000000000346e-01 2.863600000000000136e+02
1.510950407575918913e+09 7.893000000000000016e-01 2.863600000000000136e+02
1.510950407673918009e+09 7.884999999999999787e-01 2.863600000000000136e+02
1.510950407787400961e+09 7.892000000000000126e-01 2.863600000000000136e+02
1.510950407889662981e+09 7.883999999999999897e-01 2.863600000000000136e+02
1.510950407987608910e+09 7.882000000000000117e-01 2.863600000000000136e+02
1.510950408086457014e+09 7.884999999999999787e-01 2.863600000000000136e+02
1.510950408190792084e+09 7.883999999999999897e-01 2.863600000000000136e+02
1.510950408286806107e+09 7.885999999999999677e-01 2.863600000000000136e+02
1.510950408389683008e+09 7.889000000000000457e-01 2.863600000000000136e+02
