# 
# Duration (in s): 60
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 0
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 
1.510950842874174118e+09 7.773999999999999799e-01 2.856600000000000250e+02
1.510950842968077898e+09 7.780000000000000249e-01 2.856600000000000250e+02
1.510950843054387093e+09 7.782000000000000028e-01 2.856600000000000250e+02
1.510950843154313087e+09 7.780000000000000249e-01 2.856600000000000250e+02
1.510950843253487110e+09 7.778000000000000469e-01 2.856600000000000250e+02
1.510950843353113890e+09 7.776999999999999469e-01 2.856600000000000250e+02
1.510950843464658976e+09 7.774999999999999689e-01 2.856600000000000250e+02
1.510950843567162991e+09 7.770000000000000240e-01 2.856600000000000250e+02
1.510950843666243076e+09 7.772999999999999909e-01 2.856600000000000250e+02
1.510950843766258001e+09 7.773999999999999799e-01 2.856600000000000250e+02
1.510950843865279913e+09 7.764999999999999680e-01 2.856600000000000250e+02
1.510950843965267897e+09 7.764999999999999680e-01 2.856600000000000250e+02
1.510950844065306902e+09 7.761000000000000121e-01 2.856600000000000250e+02
1.510950844164402962e+09 7.768000000000000460e-01 2.856600000000000250e+02
1.510950844275635004e+09 7.769000000000000350e-01 2.856600000000000250e+02
1.510950844378328085e+09 7.763999999999999790e-01 2.856600000000000250e+02
1.510950844474205971e+09 7.768000000000000460e-01 2.856600000000000250e+02
1.510950844577013016e+09 7.772000000000000020e-01 2.856600000000000250e+02
1.510950844676074982e+09 7.774999999999999689e-01 2.856600000000000250e+02
1.510950844775995016e+09 7.770000000000000240e-01 2.856600000000000250e+02
1.510950844876405001e+09 7.774999999999999689e-01 2.856499999999999773e+02
1.510950844975142956e+09 7.775999999999999579e-01 2.856499999999999773e+02
1.510950845075494051e+09 7.782999999999999918e-01 2.856499999999999773e+02
1.510950845173862934e+09 7.784999999999999698e-01 2.856499999999999773e+02
1.510950845282648087e+09 7.782999999999999918e-01 2.856499999999999773e+02
1.510950845384203911e+09 7.769000000000000350e-01 2.856499999999999773e+02
1.510950845484910965e+09 7.774999999999999689e-01 2.856499999999999773e+02
1.510950845583741903e+09 7.781000000000000139e-01 2.856499999999999773e+02
1.510950845683504105e+09 7.772000000000000020e-01 2.856499999999999773e+02
1.510950845783286095e+09 7.780000000000000249e-01 2.856499999999999773e+02
1.510950845882983923e+09 7.774999999999999689e-01 2.856499999999999773e+02
1.510950845982995033e+09 7.770000000000000240e-01 2.856499999999999773e+02
1.510950846095824957e+09 7.760000000000000231e-01 2.856499999999999773e+02
1.510950846193823099e+09 7.769000000000000350e-01 2.856499999999999773e+02
1.510950846298753977e+09 7.768000000000000460e-01 2.856499999999999773e+02
1.510950846397304058e+09 7.761000000000000121e-01 2.856499999999999773e+02
1.510950846497776985e+09 7.765999999999999570e-01 2.856499999999999773e+02
1.510950846596998930e+09 7.765999999999999570e-01 2.856499999999999773e+02
