# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): -10
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 
1.492193718147572994e+09 6.656999999999999584e-01 2.982200000000000273e+02
1.492193718273310900e+09 6.657999999999999474e-01 2.982200000000000273e+02
1.492193718373497963e+09 6.650000000000000355e-01 2.982200000000000273e+02
1.492193718473192930e+09 6.651000000000000245e-01 2.982099999999999795e+02
1.492193718572391033e+09 6.651000000000000245e-01 2.982099999999999795e+02
1.492193718672328949e+09 6.645999999999999686e-01 2.982099999999999795e+02
1.492193718771219969e+09 6.650000000000000355e-01 2.982099999999999795e+02
1.492193718871236086e+09 6.644999999999999796e-01 2.982099999999999795e+02
1.492193718971189022e+09 6.647999999999999465e-01 2.982099999999999795e+02
1.492193719070242882e+09 6.646999999999999575e-01 2.982099999999999795e+02
1.492193719185309887e+09 6.651000000000000245e-01 2.981999999999999886e+02
1.492193719284316063e+09 6.645999999999999686e-01 2.981999999999999886e+02
1.492193719384129047e+09 6.647999999999999465e-01 2.981999999999999886e+02
1.492193719483150005e+09 6.643999999999999906e-01 2.981999999999999886e+02
1.492193719582474947e+09 6.646999999999999575e-01 2.981999999999999886e+02
1.492193719683142900e+09 6.647999999999999465e-01 2.981999999999999886e+02
1.492193719783189058e+09 6.650000000000000355e-01 2.981899999999999977e+02
1.492193719882189035e+09 6.647999999999999465e-01 2.981899999999999977e+02
1.492193719982186079e+09 6.644999999999999796e-01 2.981899999999999977e+02
1.492193720096259117e+09 6.652000000000000135e-01 2.981899999999999977e+02
1.492193720195158005e+09 6.651000000000000245e-01 2.981899999999999977e+02
1.492193720295157909e+09 6.654999999999999805e-01 2.981899999999999977e+02
1.492193720395124912e+09 6.653999999999999915e-01 2.981899999999999977e+02
1.492193720494093895e+09 6.646999999999999575e-01 2.981899999999999977e+02
1.492193720594157934e+09 6.644999999999999796e-01 2.981899999999999977e+02
1.492193720694080114e+09 6.643000000000000016e-01 2.981800000000000068e+02
1.492193720792762041e+09 6.647999999999999465e-01 2.981800000000000068e+02
1.492193720893055916e+09 6.655999999999999694e-01 2.981800000000000068e+02
1.492193721007116079e+09 6.652000000000000135e-01 2.981800000000000068e+02
1.492193721107055902e+09 6.643000000000000016e-01 2.981800000000000068e+02
1.492193721206062078e+09 6.652000000000000135e-01 2.981800000000000068e+02
1.492193721305356026e+09 6.643999999999999906e-01 2.981800000000000068e+02
1.492193721406039953e+09 6.651000000000000245e-01 2.981700000000000159e+02
1.492193721503613949e+09 6.647999999999999465e-01 2.981700000000000159e+02
1.492193721604959011e+09 6.646999999999999575e-01 2.981700000000000159e+02
1.492193721704780102e+09 6.649000000000000465e-01 2.981700000000000159e+02
1.492193721817976952e+09 6.643000000000000016e-01 2.981700000000000159e+02
1.492193721918013096e+09 6.651000000000000245e-01 2.981700000000000159e+02
1.492193722018115997e+09 6.650000000000000355e-01 2.981700000000000159e+02
