# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 30
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 
1.492192844044380903e+09 6.622000000000000108e-01 2.997500000000000000e+02
1.492192844137379885e+09 6.609000000000000430e-01 2.997500000000000000e+02
1.492192844251513958e+09 6.622000000000000108e-01 2.997599999999999909e+02
1.492192844350694895e+09 6.627999999999999448e-01 2.997599999999999909e+02
1.492192844450354099e+09 6.621000000000000218e-01 2.997599999999999909e+02
1.492192844549570084e+09 6.625999999999999668e-01 2.997799999999999727e+02
1.492192844650317907e+09 6.622000000000000108e-01 2.997799999999999727e+02
1.492192844749399900e+09 6.623999999999999888e-01 2.997900000000000205e+02
1.492192844849324942e+09 6.623999999999999888e-01 2.997900000000000205e+02
1.492192844948548079e+09 6.629000000000000448e-01 2.998000000000000114e+02
1.492192845047125101e+09 6.623999999999999888e-01 2.998100000000000023e+02
1.492192845161972046e+09 6.622000000000000108e-01 2.998100000000000023e+02
1.492192845262188911e+09 6.632000000000000117e-01 2.998199999999999932e+02
1.492192845362318039e+09 6.622999999999999998e-01 2.998299999999999841e+02
1.492192845461410999e+09 6.624999999999999778e-01 2.998299999999999841e+02
1.492192845561230898e+09 6.622999999999999998e-01 2.998299999999999841e+02
1.492192845661155939e+09 6.619000000000000439e-01 2.998399999999999750e+02
1.492192845758992910e+09 6.616999999999999549e-01 2.998500000000000227e+02
1.492192845860284090e+09 6.624999999999999778e-01 2.998500000000000227e+02
1.492192845973790884e+09 6.616999999999999549e-01 2.998500000000000227e+02
1.492192846073335886e+09 6.625999999999999668e-01 2.998600000000000136e+02
1.492192846173297882e+09 6.626999999999999558e-01 2.998600000000000136e+02
1.492192846273020029e+09 6.620000000000000329e-01 2.998700000000000045e+02
1.492192846372411013e+09 6.621000000000000218e-01 2.998799999999999955e+02
1.492192846472120047e+09 6.626999999999999558e-01 2.998899999999999864e+02
1.492192846572354078e+09 6.626999999999999558e-01 2.998899999999999864e+02
1.492192846671161890e+09 6.623999999999999888e-01 2.998899999999999864e+02
1.492192846786164045e+09 6.622000000000000108e-01 2.998999999999999773e+02
1.492192846885175943e+09 6.621000000000000218e-01 2.998999999999999773e+02
1.492192846985193014e+09 6.629000000000000448e-01 2.999100000000000250e+02
1.492192847083112001e+09 6.627999999999999448e-01 2.999200000000000159e+02
1.492192847184268951e+09 6.620000000000000329e-01 2.999200000000000159e+02
1.492192847284229040e+09 6.626999999999999558e-01 2.999200000000000159e+02
1.492192847383127928e+09 6.633000000000000007e-01 2.999300000000000068e+02
1.492192847482669115e+09 6.625999999999999668e-01 2.999300000000000068e+02
1.492192847583142996e+09 6.622999999999999998e-01 2.999300000000000068e+02
1.492192847697035074e+09 6.621000000000000218e-01 2.999399999999999977e+02
1.492192847796176910e+09 6.620000000000000329e-01 2.999499999999999886e+02
1.492192847896114111e+09 6.621000000000000218e-01 2.999499999999999886e+02
1.492192847995009899e+09 6.626999999999999558e-01 2.999599999999999795e+02
1.492192848095094919e+09 6.621000000000000218e-01 2.999599999999999795e+02
1.492192848195054054e+09 6.622000000000000108e-01 2.999700000000000273e+02
1.492192848295159101e+09 6.620000000000000329e-01 2.999700000000000273e+02
1.492192848393965960e+09 6.626999999999999558e-01 2.999800000000000182e+02
1.492192848508107901e+09 6.627999999999999448e-01 2.999800000000000182e+02
1.492192848608040094e+09 6.625999999999999668e-01 2.999800000000000182e+02
1.492192848706321001e+09 6.621000000000000218e-01 2.999900000000000091e+02
1.492192848806948900e+09 6.629000000000000448e-01 3.000000000000000000e+02
1.492192848906987906e+09 6.627999999999999448e-01 3.000099999999999909e+02
1.492192849005857944e+09 6.622000000000000108e-01 3.000099999999999909e+02
1.492192849106009007e+09 6.629000000000000448e-01 3.000099999999999909e+02
1.492192849206008911e+09 6.626999999999999558e-01 3.000199999999999818e+02
1.492192849320059061e+09 6.630000000000000338e-01 3.000199999999999818e+02
1.492192849419059038e+09 6.622000000000000108e-01 3.000299999999999727e+02
1.492192849518984079e+09 6.622999999999999998e-01 3.000400000000000205e+02
1.492192849618027925e+09 6.631000000000000227e-01 3.000400000000000205e+02
1.492192849717820883e+09 6.631000000000000227e-01 3.000400000000000205e+02
1.492192849818089008e+09 6.621000000000000218e-01 3.000500000000000114e+02
1.492192849917881012e+09 6.627999999999999448e-01 3.000500000000000114e+02
1.492192850016969919e+09 6.623999999999999888e-01 3.000500000000000114e+02
1.492192850130734921e+09 6.623999999999999888e-01 3.000600000000000023e+02
1.492192850230242968e+09 6.623999999999999888e-01 3.000699999999999932e+02
1.492192850330007076e+09 6.622000000000000108e-01 3.000699999999999932e+02
1.492192850428796053e+09 6.627999999999999448e-01 3.000699999999999932e+02
1.492192850529532909e+09 6.624999999999999778e-01 3.000799999999999841e+02
1.492192850629267931e+09 6.622999999999999998e-01 3.000899999999999750e+02
1.492192850728938103e+09 6.626999999999999558e-01 3.000899999999999750e+02
1.492192850829054117e+09 6.627999999999999448e-01 3.000899999999999750e+02
1.492192850942888021e+09 6.624999999999999778e-01 3.001000000000000227e+02
1.492192851041693926e+09 6.622000000000000108e-01 3.001000000000000227e+02
1.492192851141805887e+09 6.619000000000000439e-01 3.001100000000000136e+02
1.492192851241800070e+09 6.629000000000000448e-01 3.001100000000000136e+02
1.492192851340733051e+09 6.622999999999999998e-01 3.001200000000000045e+02
1.492192851440684080e+09 6.624999999999999778e-01 3.001200000000000045e+02
1.492192851540862083e+09 6.625999999999999668e-01 3.001299999999999955e+02
1.492192851639842033e+09 6.623999999999999888e-01 3.001299999999999955e+02
1.492192851753922939e+09 6.624999999999999778e-01 3.001299999999999955e+02
1.492192851853800058e+09 6.623999999999999888e-01 3.001399999999999864e+02
1.492192851953737020e+09 6.622000000000000108e-01 3.001499999999999773e+02
1.492192852052268028e+09 6.624999999999999778e-01 3.001499999999999773e+02
1.492192852152615070e+09 6.620000000000000329e-01 3.001499999999999773e+02
1.492192852252757072e+09 6.623999999999999888e-01 3.001600000000000250e+02
1.492192852350764990e+09 6.625999999999999668e-01 3.001600000000000250e+02
1.492192852451630116e+09 6.622000000000000108e-01 3.001600000000000250e+02
1.492192852565686941e+09 6.626999999999999558e-01 3.001700000000000159e+02
1.492192852664453030e+09 6.620000000000000329e-01 3.001800000000000068e+02
1.492192852764592886e+09 6.626999999999999558e-01 3.001800000000000068e+02
1.492192852864700079e+09 6.623999999999999888e-01 3.001800000000000068e+02
1.492192852962548018e+09 6.627999999999999448e-01 3.001899999999999977e+02
1.492192853063673019e+09 6.625999999999999668e-01 3.001899999999999977e+02
1.492192853163629055e+09 6.623999999999999888e-01 3.001899999999999977e+02
1.492192853262736082e+09 6.616999999999999549e-01 3.001999999999999886e+02
1.492192853376686096e+09 6.625999999999999668e-01 3.001999999999999886e+02
1.492192853476615906e+09 6.622000000000000108e-01 3.001999999999999886e+02
1.492192853575649977e+09 6.620000000000000329e-01 3.002099999999999795e+02
1.492192853675585985e+09 6.620000000000000329e-01 3.002200000000000273e+02
1.492192853775480032e+09 6.626999999999999558e-01 3.002200000000000273e+02
1.492192853875497103e+09 6.626999999999999558e-01 3.002200000000000273e+02
1.492192853973512888e+09 6.633000000000000007e-01 3.002300000000000182e+02
1.492192854074465990e+09 6.622000000000000108e-01 3.002300000000000182e+02
1.492192854187556028e+09 6.627999999999999448e-01 3.002300000000000182e+02
1.492192854287226915e+09 6.625999999999999668e-01 3.002400000000000091e+02
1.492192854386985064e+09 6.625999999999999668e-01 3.002400000000000091e+02
1.492192854486653090e+09 6.615999999999999659e-01 3.002400000000000091e+02
1.492192854586755037e+09 6.622999999999999998e-01 3.002500000000000000e+02
1.492192854686280966e+09 6.631000000000000227e-01 3.002500000000000000e+02
1.492192854786052942e+09 6.622000000000000108e-01 3.002599999999999909e+02
1.492192854884809971e+09 6.621000000000000218e-01 3.002599999999999909e+02
1.492192854999447107e+09 6.627999999999999448e-01 3.002699999999999818e+02
1.492192855099472046e+09 6.620000000000000329e-01 3.002699999999999818e+02
1.492192855198359966e+09 6.623999999999999888e-01 3.002699999999999818e+02
1.492192855297372103e+09 6.624999999999999778e-01 3.002799999999999727e+02
1.492192855398380041e+09 6.627999999999999448e-01 3.002799999999999727e+02
1.492192855498398066e+09 6.625999999999999668e-01 3.002900000000000205e+02
1.492192855597743034e+09 6.626999999999999558e-01 3.002900000000000205e+02
1.492192855697457075e+09 6.627999999999999448e-01 3.002900000000000205e+02
1.492192855810632944e+09 6.629000000000000448e-01 3.003000000000000114e+02
1.492192855910478115e+09 6.618000000000000549e-01 3.003000000000000114e+02
1.492192856010401011e+09 6.621000000000000218e-01 3.003000000000000114e+02
1.492192856110389948e+09 6.623999999999999888e-01 3.003100000000000023e+02
1.492192856208786011e+09 6.619000000000000439e-01 3.003100000000000023e+02
1.492192856309209108e+09 6.623999999999999888e-01 3.003100000000000023e+02
1.492192856409291983e+09 6.620000000000000329e-01 3.003199999999999932e+02
1.492192856508236885e+09 6.626999999999999558e-01 3.003199999999999932e+02
1.492192856622232914e+09 6.623999999999999888e-01 3.003199999999999932e+02
1.492192856722354889e+09 6.621000000000000218e-01 3.003299999999999841e+02
1.492192856822186947e+09 6.615999999999999659e-01 3.003299999999999841e+02
1.492192856921258926e+09 6.620000000000000329e-01 3.003299999999999841e+02
1.492192857021230936e+09 6.625999999999999668e-01 3.003399999999999750e+02
1.492192857121165037e+09 6.618000000000000549e-01 3.003500000000000227e+02
1.492192857220596075e+09 6.620000000000000329e-01 3.003500000000000227e+02
1.492192857320285082e+09 6.629000000000000448e-01 3.003500000000000227e+02
