# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 10
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 13 V
1.492196715115027905e+09 7.951000000000000290e-01 2.934399999999999977e+02
1.492196715240715027e+09 7.950000000000000400e-01 2.934399999999999977e+02
1.492196715340750933e+09 7.959000000000000519e-01 2.934399999999999977e+02
1.492196715440538883e+09 7.959000000000000519e-01 2.934399999999999977e+02
1.492196715539979935e+09 7.953000000000000069e-01 2.934399999999999977e+02
1.492196715639767885e+09 7.952000000000000179e-01 2.934399999999999977e+02
1.492196715739533901e+09 7.953999999999999959e-01 2.934399999999999977e+02
1.492196715839299917e+09 7.949000000000000510e-01 2.934399999999999977e+02
1.492196715939065933e+09 7.952000000000000179e-01 2.934399999999999977e+02
1.492196716038877010e+09 7.953000000000000069e-01 2.934399999999999977e+02
1.492196716155221939e+09 7.954999999999999849e-01 2.934399999999999977e+02
1.492196716254992962e+09 7.953999999999999959e-01 2.934399999999999977e+02
1.492196716354777098e+09 7.953000000000000069e-01 2.934399999999999977e+02
1.492196716450253963e+09 7.951000000000000290e-01 2.934399999999999977e+02
1.492196716554239035e+09 7.957999999999999519e-01 2.934399999999999977e+02
1.492196716653995037e+09 7.955999999999999739e-01 2.934399999999999977e+02
1.492196716753760099e+09 7.950000000000000400e-01 2.934399999999999977e+02
1.492196716853243113e+09 7.953000000000000069e-01 2.934399999999999977e+02
1.492196716967212915e+09 7.955999999999999739e-01 2.934399999999999977e+02
1.492196717066283941e+09 7.959000000000000519e-01 2.934399999999999977e+02
1.492196717166163921e+09 7.944999999999999840e-01 2.934399999999999977e+02
1.492196717266118050e+09 7.957999999999999519e-01 2.934399999999999977e+02
1.492196717366123915e+09 7.950000000000000400e-01 2.934399999999999977e+02
1.492196717465225935e+09 7.944999999999999840e-01 2.934399999999999977e+02
1.492196717561490059e+09 7.959000000000000519e-01 2.934399999999999977e+02
1.492196717665493011e+09 7.953000000000000069e-01 2.934399999999999977e+02
1.492196717764293909e+09 7.949000000000000510e-01 2.934399999999999977e+02
1.492196717874280930e+09 7.949000000000000510e-01 2.934399999999999977e+02
1.492196717978466988e+09 7.947999999999999510e-01 2.934399999999999977e+02
1.492196718077250957e+09 7.960000000000000409e-01 2.934399999999999977e+02
1.492196718177107096e+09 7.951000000000000290e-01 2.934499999999999886e+02
1.492196718274604082e+09 7.950000000000000400e-01 2.934399999999999977e+02
1.492196718376207113e+09 7.956999999999999629e-01 2.934399999999999977e+02
1.492196718476169109e+09 7.952000000000000179e-01 2.934399999999999977e+02
1.492196718576096058e+09 7.951000000000000290e-01 2.934399999999999977e+02
1.492196718690208912e+09 7.955999999999999739e-01 2.934399999999999977e+02
1.492196718789190054e+09 7.960000000000000409e-01 2.934499999999999886e+02
1.492196718889072895e+09 7.952000000000000179e-01 2.934499999999999886e+02
1.492196718987607002e+09 7.950000000000000400e-01 2.934499999999999886e+02
1.492196719087960958e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196719183620930e+09 7.950000000000000400e-01 2.934499999999999886e+02
1.492196719283410072e+09 7.949000000000000510e-01 2.934499999999999886e+02
1.492196719386893988e+09 7.954999999999999849e-01 2.934499999999999886e+02
1.492196719500451088e+09 7.959000000000000519e-01 2.934499999999999886e+02
1.492196719597150087e+09 7.953999999999999959e-01 2.934499999999999886e+02
1.492196719696773052e+09 7.959000000000000519e-01 2.934499999999999886e+02
1.492196719796534061e+09 7.954999999999999849e-01 2.934499999999999886e+02
1.492196719896207094e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196719997350931e+09 7.954999999999999849e-01 2.934499999999999886e+02
1.492196720095809937e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196720195600033e+09 7.962000000000000188e-01 2.934499999999999886e+02
1.492196720310412884e+09 7.963000000000000078e-01 2.934499999999999886e+02
1.492196720411745071e+09 7.947999999999999510e-01 2.934499999999999886e+02
1.492196720511460066e+09 7.946999999999999620e-01 2.934499999999999886e+02
1.492196720607053041e+09 7.964999999999999858e-01 2.934499999999999886e+02
1.492196720711224079e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196720810753107e+09 7.959000000000000519e-01 2.934499999999999886e+02
1.492196720910520077e+09 7.963000000000000078e-01 2.934499999999999886e+02
1.492196721009979010e+09 7.953999999999999959e-01 2.934499999999999886e+02
1.492196721123986006e+09 7.949000000000000510e-01 2.934499999999999886e+02
1.492196721223993063e+09 7.955999999999999739e-01 2.934499999999999886e+02
1.492196721321805000e+09 7.960000000000000409e-01 2.934499999999999886e+02
1.492196721422975063e+09 7.955999999999999739e-01 2.934499999999999886e+02
1.492196721522970915e+09 7.951000000000000290e-01 2.934499999999999886e+02
1.492196721617607117e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196721721350908e+09 7.955999999999999739e-01 2.934499999999999886e+02
1.492196721821839094e+09 7.954999999999999849e-01 2.934499999999999886e+02
1.492196721931389093e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196722035094976e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196722134872913e+09 7.963999999999999968e-01 2.934499999999999886e+02
1.492196722234927893e+09 7.953999999999999959e-01 2.934499999999999886e+02
1.492196722331899881e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196722433765888e+09 7.950000000000000400e-01 2.934499999999999886e+02
1.492196722533776999e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196722629605055e+09 7.959000000000000519e-01 2.934499999999999886e+02
1.492196722746932983e+09 7.949000000000000510e-01 2.934499999999999886e+02
1.492196722846765041e+09 7.951000000000000290e-01 2.934499999999999886e+02
1.492196722946837902e+09 7.950000000000000400e-01 2.934499999999999886e+02
1.492196723043540001e+09 7.955999999999999739e-01 2.934499999999999886e+02
1.492196723145711899e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196723245522022e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196723340401888e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196723444695950e+09 7.951000000000000290e-01 2.934599999999999795e+02
1.492196723554131985e+09 7.961000000000000298e-01 2.934599999999999795e+02
1.492196723654238939e+09 7.946999999999999620e-01 2.934499999999999886e+02
1.492196723753761053e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196723853530884e+09 7.954999999999999849e-01 2.934499999999999886e+02
1.492196723951765060e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196724056121111e+09 7.949000000000000510e-01 2.934499999999999886e+02
1.492196724152820110e+09 7.956999999999999629e-01 2.934499999999999886e+02
1.492196724252491951e+09 7.953000000000000069e-01 2.934499999999999886e+02
1.492196724368971109e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196724468683004e+09 7.960000000000000409e-01 2.934599999999999795e+02
1.492196724568423033e+09 7.953000000000000069e-01 2.934599999999999795e+02
1.492196724665467978e+09 7.955999999999999739e-01 2.934599999999999795e+02
1.492196724768205881e+09 7.946999999999999620e-01 2.934599999999999795e+02
1.492196724867748976e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196724967477083e+09 7.953000000000000069e-01 2.934599999999999795e+02
1.492196725064723969e+09 7.957999999999999519e-01 2.934599999999999795e+02
1.492196725181761026e+09 7.953999999999999959e-01 2.934599999999999795e+02
1.492196725280525923e+09 7.955999999999999739e-01 2.934599999999999795e+02
1.492196725378098011e+09 7.950000000000000400e-01 2.934599999999999795e+02
1.492196725480602980e+09 7.954999999999999849e-01 2.934599999999999795e+02
1.492196725579530954e+09 7.953999999999999959e-01 2.934599999999999795e+02
1.492196725679512978e+09 7.954999999999999849e-01 2.934599999999999795e+02
1.492196725779284954e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196725878432035e+09 7.953000000000000069e-01 2.934599999999999795e+02
1.492196725989279985e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196726092458010e+09 7.937999999999999501e-01 2.934599999999999795e+02
1.492196726191828966e+09 7.947999999999999510e-01 2.934599999999999795e+02
1.492196726286474943e+09 7.953000000000000069e-01 2.934599999999999795e+02
1.492196726391590118e+09 7.953999999999999959e-01 2.934599999999999795e+02
1.492196726491378069e+09 7.955999999999999739e-01 2.934599999999999795e+02
1.492196726590595007e+09 7.949000000000000510e-01 2.934599999999999795e+02
1.492196726687330961e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196726804438114e+09 7.953000000000000069e-01 2.934599999999999795e+02
1.492196726904364109e+09 7.954999999999999849e-01 2.934599999999999795e+02
1.492196727002758026e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196727103221893e+09 7.955999999999999739e-01 2.934599999999999795e+02
1.492196727203326941e+09 7.950000000000000400e-01 2.934599999999999795e+02
1.492196727298963070e+09 7.950000000000000400e-01 2.934599999999999795e+02
1.492196727402436972e+09 7.954999999999999849e-01 2.934599999999999795e+02
1.492196727501240969e+09 7.966999999999999638e-01 2.934599999999999795e+02
1.492196727611869097e+09 7.956999999999999629e-01 2.934599999999999795e+02
1.492196727710983992e+09 7.956999999999999629e-01 2.934599999999999795e+02
1.492196727810765028e+09 7.953999999999999959e-01 2.934599999999999795e+02
1.492196727910228014e+09 7.951000000000000290e-01 2.934599999999999795e+02
1.492196728013782978e+09 7.955999999999999739e-01 2.934599999999999795e+02
1.492196728110053062e+09 7.953999999999999959e-01 2.934599999999999795e+02
1.492196728209728956e+09 7.959000000000000519e-01 2.934599999999999795e+02
1.492196728309767008e+09 7.952000000000000179e-01 2.934599999999999795e+02
1.492196728425910950e+09 7.953000000000000069e-01 2.934599999999999795e+02
1.492196728525677919e+09 7.959000000000000519e-01 2.934599999999999795e+02
