# 
# Duration (in s): 30
# Pointing Position of the Horn: Calibrator paddle
# Angle pointing (from vertical): 0
# Calibrator used: YES
# Weather: very clear
# Units: nanoWatt
# Comments: 13 V, nitrogen
1.492196807734565020e+09 9.421000000000000485e-01 2.935299999999999727e+02
1.492196807820159912e+09 9.423000000000000265e-01 2.935299999999999727e+02
1.492196807919914961e+09 9.426999999999999824e-01 2.935299999999999727e+02
1.492196808019443035e+09 9.429999999999999494e-01 2.935299999999999727e+02
1.492196808119193077e+09 9.429999999999999494e-01 2.935299999999999727e+02
1.492196808218961954e+09 9.421000000000000485e-01 2.935299999999999727e+02
1.492196808318725109e+09 9.429999999999999494e-01 2.935299999999999727e+02
1.492196808418493986e+09 9.425999999999999934e-01 2.935299999999999727e+02
1.492196808518202066e+09 9.416999999999999815e-01 2.935299999999999727e+02
1.492196808633579016e+09 9.425999999999999934e-01 2.935299999999999727e+02
1.492196808733638048e+09 9.427999999999999714e-01 2.935299999999999727e+02
1.492196808832680941e+09 9.423000000000000265e-01 2.935299999999999727e+02
1.492196808932439089e+09 9.427999999999999714e-01 2.935299999999999727e+02
1.492196809032460928e+09 9.429999999999999494e-01 2.935299999999999727e+02
1.492196809131470919e+09 9.421000000000000485e-01 2.935299999999999727e+02
1.492196809231518984e+09 9.425999999999999934e-01 2.935299999999999727e+02
1.492196809331490993e+09 9.421000000000000485e-01 2.935299999999999727e+02
1.492196809430437088e+09 9.415999999999999925e-01 2.935299999999999727e+02
1.492196809544394970e+09 9.426999999999999824e-01 2.935299999999999727e+02
1.492196809644464970e+09 9.421000000000000485e-01 2.935299999999999727e+02
1.492196809743407965e+09 9.424000000000000155e-01 2.935299999999999727e+02
1.492196809843445063e+09 9.415999999999999925e-01 2.935299999999999727e+02
1.492196809939450979e+09 9.424000000000000155e-01 2.935299999999999727e+02
1.492196810042273998e+09 9.428999999999999604e-01 2.935299999999999727e+02
1.492196810142462015e+09 9.425000000000000044e-01 2.935299999999999727e+02
1.492196810242456913e+09 9.426999999999999824e-01 2.935299999999999727e+02
1.492196810355921030e+09 9.433000000000000274e-01 2.935299999999999727e+02
1.492196810455405951e+09 9.427999999999999714e-01 2.935299999999999727e+02
1.492196810555593967e+09 9.419999999999999485e-01 2.935299999999999727e+02
1.492196810651401997e+09 9.425999999999999934e-01 2.935400000000000205e+02
1.492196810754455090e+09 9.434000000000000163e-01 2.935400000000000205e+02
1.492196810854427099e+09 9.423000000000000265e-01 2.935400000000000205e+02
1.492196810954253912e+09 9.417999999999999705e-01 2.935400000000000205e+02
1.492196811052438974e+09 9.414000000000000146e-01 2.935400000000000205e+02
1.492196811167337894e+09 9.425000000000000044e-01 2.935400000000000205e+02
1.492196811267321110e+09 9.419999999999999485e-01 2.935400000000000205e+02
1.492196811366456985e+09 9.417999999999999705e-01 2.935400000000000205e+02
1.492196811466289997e+09 9.415999999999999925e-01 2.935400000000000205e+02
1.492196811566339016e+09 9.421000000000000485e-01 2.935400000000000205e+02
1.492196811664221048e+09 9.427999999999999714e-01 2.935400000000000205e+02
1.492196811760564089e+09 9.422000000000000375e-01 2.935400000000000205e+02
1.492196811865235090e+09 9.415999999999999925e-01 2.935400000000000205e+02
1.492196811976886034e+09 9.419999999999999485e-01 2.935400000000000205e+02
1.492196812076420069e+09 9.422000000000000375e-01 2.935400000000000205e+02
1.492196812176179886e+09 9.431000000000000494e-01 2.935400000000000205e+02
1.492196812274770975e+09 9.426999999999999824e-01 2.935400000000000205e+02
